ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script
1763	Lowa			ʟluk‍su			 tradition	लकुक्सकु
1764	Lowa			ʟlum‍bini			umbini	लकुम्बीिी
1765	Lowa			ʟle ʟnjuŋa			 less	ल्े ङयकुङा
1766	Lowa	MORE	1992	ʟle ʟmaŋa			 more, greater	￼￼￼ल्े माङा
1767	Lowa			ʟle ʟmaʟtak‍kin			fated, unfortunate, unlucky, wretched, miserable	ल्े माधाक्कीि
1768	Lowa			ʟle ʟriŋa			 longer	ल्े रीङा
1769	Lowa			ʟleu			 sack carried by donkey	लउे
1770	Lowa			ʟlegin			 be left behind	लगे ीि
1771	Lowa			ʟledzu			imitation,copy, transcription, duplicate	लजे कु
1772	Lowa			ʟlen Hlok‍kin			 retaliate	लिे ्ॱलोक्कीि
1773	Lowa			ʟlen‍ɖuk			 pistol	लने ्डकुक
1774	Lowa	FLAT	1633	ʟlep‍lep			 flat	लपे ्लपे
1775	Lowa	LAZY	1564	ʟlemilam			 lazy	लमे ीलाम
1776	Lowa			ʟlemo			 as an example	लमे ो
1777	Lowa			ʟlela			 omitted, left out	￼￼￼लले ा
1778	Lowa	SMART	2530	ʟlelaba			 smart, brisk, active, alert, quick, nimble, agile, vivacious, spirited, sprightly	लले ाबा
1779	Lowa	FLAT	1633	ʟlelek			 flat	लले के
1780	Lowa			ʟlo ʟriŋa			 perform continuously without hurry	लो्रीङा
1781	Lowa			ʟlo Hsosa			 aged	लो्सोसा
1782	Lowa			ʟlotø ʟtsʝigin			 suffer the illusion of	लोतछो़्झ्यीगीि
1783	Lowa	ANSWER	1275	ʟløm‍bu			 answer, reply	लछो़म्बकु
1784	Lowa	KING	1508	ɬa			od, ruler, king, god	ल्हा
1785	Lowa			ɬaŋ			 be remembered	ल्हाङ
1786	Lowa			ɬap‍‍ri			 of	ल्हाप्र् ी
1787	Lowa	TASTELESS	1771	ɬab ɬab			 tasteless, insipid, vapid	ल्हाब्ल्हाब
1788	Lowa			ɬaɬoi			 lukewarm	ल्हालह् ोई
1789	Lowa			ɬe			 place to keep sheep	ल्हे
1790	Lowa			ɬen‍ɖup			s name	ल्हने ्डकुप
1791	Lowa			ɬem‍ba			 patch or scrap of cloth	ल्हमे ्बा
1792	Lowa	SOUTH	1595	ɬo			 south	ल्हो
1793	Lowa	POND	2035	ɬok			 pool, pond, lake	ल्होक
1794	Lowa	SLOWLY	2165	ɬok ɬok			 slowly, gently, carefully, softly, quietly	ल्होक्ल्होक
1795	Lowa	LOOSE	2506	ɬop ɬop			 loose, slack, free	ल्होप्ल्होप
1796	Lowa			ɬopɬopʟhuŋgin			 be loose	ल्होप्ल्होप्हङकु गीि
1797	Lowa	LOOSE	2506	ɬøda			 loose, slack, free	ल्हछो़दा
1798	Lowa	SCARED	3033	Hla Hkjharkin			 scared	￼￼￼ॱला्ख्यारकीि
1799	Lowa			Hlap‍ŋi døgin			 eager to teach	￼￼￼￼ॱलाप्ङी्दछो़गीि
1800	Lowa	STORY	2060	Hlap‍jin			 story, tale, verse, song	ॱलाप्यीि
1801	Lowa			Hlama			ama	ॱलामा
1802	Lowa			Hlaru Htsjuk‍kin			 make thin	ॱलारू्च्यकुक्कीि
1803	Lowa	FLOAT	1574	Hliŋi			 float	ॱलीङी
1804	Lowa	SONG	1096	Hlu			 song	ॱलकु
1805	Lowa			Hlu ʟʈik‍kin			 write a song	ॱलकु्ढीक्कीि
1806	Lowa	SING	1261	Hlu ʟlen‍gin			 sing	ॱलकु्लने ्गीि
1807	Lowa			Hluki bu			 field insects	ॱलकुकी्बकु
1808	Lowa			Hluk‍tsa			 place to put	ॱलकुक्चा
1809	Lowa			Hluk‍taŋ			 way of serving tea	ॱलकुक्ताङ
1810	Lowa	BULL	1008	Hluŋ			 bull, ox	ॱलकुङ
1811	Lowa	CLIMATE	2426	Hluŋtsjhu			 climate	ॱलकुङककु
1812	Lowa			Hluŋla			 starvation	ॱलकुङला
1813	Lowa			Hluma			 female singer	ॱलकुमा
1814	Lowa	AND	1577	Hle			 and, as well as	ॱले
1815	Lowa			Hle ʟriŋa			 longer	ॱल्े रीङा
1816	Lowa			Hlep‍kin			s wish, be accomplished	ॱलपे ्कीि
1817	Lowa			Hleba Htsjuŋa			 small brain	ॱलबे ा्च्यकुङा
1818	Lowa			Hlo Hkhegin			 have faith	￼￼￼￼ॱलो्खगे ीि
1819	Lowa			Hlo Htshu ʟtyn			ustang	ॱलो्छकु्धीि
1820	Lowa			Hloʟtegin			 satisfy	ॱलो्धगेीि
1821	Lowa			Hlokek			owa language	ॱलोके क
1822	Lowa			HlokokHtsjhe			 daring, adventurous	ॱलोकोक्के
1823	Lowa			Hlok‍pa			 sheepskin clothing	￼￼￼ॱलोक्पा
1824	Lowa	SCHOOL	673	Hlop‍ʈa			school, college	ॱलोपट्ा
1825	Lowa	PUPIL (STUDENT)	753	Hlop‍ʈuk			 seeking knowledge, student, pupil, scholar	￼￼￼￼ॱलोप्टकुक
1826	Lowa	COURAGE	3049	Hlop‍‍ji			 courage, bravery, boldness, venture, fearlessness, fortitude, valour	ॱलोप्यी
1827	Lowa			Hloma			 bamboo winnowing tray	ॱलोमा
1828	Lowa			Hlomita			 bycycle	ॱलोमीता
1829	Lowa	LUNG	688	Hlowa			 lung	ॱलोिा
1830	Lowa			Hløn‍ɖik			 smell of dampness	ॱलछो़न्डीक
1831	Lowa			waŋ			 religious fair	िाङ
1832	Lowa	THEY	817	wekja			 they	िेक्या
1833	Lowa			ʟsa ʟŋima			unday	शा्ङीमा
1834	Lowa			ʟsa dawa			onday	शा्दािा
1835	Lowa			ʟsa Hpadzaŋ			riday	शा्पाजाङ
1836	Lowa			ʟsa ʟmiŋma			uesday	शा्मीङमा
1837	Lowa			ʟsa ɬak‍pa			ednesday	शा्ल्हाक्पा
1838	Lowa	RUST	3064	ʟsak‍kin			 be worn away, rust, be blunt, be thinner because of rubbing, be feeble	शाक्कीि
1839	Lowa			ʟsak‍pa			 horse colour	शाक्पा
1840	Lowa	PLACE (POSITION)	723	ʟsakhaŋ			 place	शाखाङ
1841	Lowa	COPPER	1825	ʟsaŋ			 copper	शाङ
1842	Lowa			ʟsaŋgø			 woollen garment worn at the back	शाङगछो़
1843	Lowa			ʟsaŋa			looking	शाङा
1844	Lowa			ʟsadzok			 ready to	शाजोक
1845	Lowa			ʟsadaŋ			 way of eating	शादाङ
1846	Lowa			ʟsaʟtuk			 food poison	शाधकुक1
1847	Lowa			ʟsama Htsjuk‍kin			 put food on plate	￼￼￼￼शामा्च्यकुक्कीि
1848	Lowa			ʟsama Htek‍kin			 offer food	शामा्तके ्कीि
1849	Lowa			ʟsama Hpok‍kin			 remove food from the heat	शामा्पोक्कीि
1850	Lowa			ʟsama Hluk‍kin			 put food on plate	शामा्ॱलकुक्कीि
1851	Lowa			ʟsama ʟsogin			 prepare food	शामा्शोगीि
1852	Lowa			ʟsajemugu			 edible oil	शायेमकुगकु
1853	Lowa			ʟsaʟsiŋi			unpressed	शाशीङी
1854	Lowa			ʟsi			 type of valuable stone string	शी
1855	Lowa	LEOPARD	1139	ʟsik			 leopard	शीक
1856	Lowa			ʟsik‍ʈuk			 leopard cub	शीक्टकुक
1857	Lowa			ʟsiŋ			 shrink with fear	शीङ
1858	Lowa			ʟsiŋgja			 coloured	शीङग्या
1859	Lowa	DEW	1977	ʟsibu			 dew	शीबकु
1860	Lowa			ʟsim‍gi			 palace dog	शीम्गी
1861	Lowa			ʟsim‍gu			 halo	शीम्गकु
1862	Lowa			ʟsim‍gu Hpuk‍kin			 form a rainbow around the sun	शीम्गकु्पकुक्कीि
1863	Lowa			ʟsiluk			 small piece of wood used instead of a lock on the door	शीलकुक
1864	Lowa			ʟsuk ʟkuk‍kin			 bear pain	शकुक्घकुक्कीि
1865	Lowa	STAB	1434	ʟsuk‍kin			 poke, prick, pierce	शकुक्कीि
1866	Lowa			ʟsuk‍dzin Hthaː			 one who can bear pain	शकुक्जीि्थाः
1867	Lowa			ʟsudzum			 triangle	शकुजकुम
1868	Lowa	MAGIC	392	ʟsum‍ɖu			 magic, sorcery	शकुम्डकु
1869	Lowa	BORDER	2546	ʟsur			 border, edge	शकुर
1870	Lowa	THING	738	ʟsuru			 utensil	शकुरू
1871	Lowa	SEPARATE	1359	ʟsul‍la			 separate, apart	शकुल्ला
1872	Lowa			ʟsul‍la Hthøn‍gin			apart	शकुल्ला्थछो़न्गीि
1873	Lowa			ʟsen			 red garment worn by buddhist monk	शिे
1874	Lowa			ʟsep ʟsogin			 castrate a horse	शपे ्शोगीि
1875	Lowa	NAIL (TOOL)	502	ʟser			 nail	शरे
1876	Lowa	UP	1591	ʟsokju			up, show, display, affectation	शोक्यकु
1877	Lowa	CHISEL	1979	ʟsoŋ			 chisel	शोङ
1878	Lowa			ʟsjoŋ ʟsjurkin			 pierce with chisel	शोङ्श्यकुरकीि
1879	Lowa	UGLY	1548	ʟsop‍ta ʟmegin			 ugly, deformed, shapeless	शोप्ता्मगे ीि
1880	Lowa			ʟsor			 device to make hole	शोर
1881	Lowa			ʟsjak Hʈhik Hʈhik			 fat floating on the surface	￼￼￼शय् ाक्ठीक्ठीक
1882	Lowa			ʟsjaka‍ ʟgjap‍kin			 of	शय् ाक्आ्ग्याप्कीि
1883	Lowa			ʟsjak‍dza			 place to	शय् ाक्जा
1884	Lowa			ʟsjak‍dyn			 seventh day	शय् ाक्दीि
1885	Lowa			ʟsjak‍pu Hten‍gjaŋ			 everyday	शय् ाक्पकु्तने ्गय् ाङ
1886	Lowa	BRANCH	1531	ʟsjakjowa			 limb	श्याक्योिा
1887	Lowa	BREADTH	2536	ʟsjaŋ			 width, breadth	श्याङ
1888	Lowa	NARROW	1267	ʟsjaŋ Htsjuŋa			 narrow, compressed, contracted	श्याङ्च्यकुङा
1889	Lowa	BLIND	1653	ʟsjatuŋ			 blind	श्यातकुङ
1890	Lowa			ʟsjady Hpugin			 donate money	श्यादी्पकुगीि
1891	Lowa	WORSHIP	257	ʟsjap‍tyn			 worship, homage, deference, esteem	￼￼￼श्यापत् ीि
1892	Lowa			ʟsjap‍tok Hpugin			 take care	श्यापत् ोक्पकुगीि
1893	Lowa	DANCE	1879	ʟsjap‍ru			dance, public dance	श्यापरू्
1894	Lowa			ʟsjamu Htili Hpukpuk			 cowboy hat	श्यामकु्तीली्पकुकपकुक
1895	Lowa			ʟsjala ʟgjap‍kin			 of	श्याला्ग्याप्कीि
1896	Lowa	FOUR	1500	ʟsji			 four	श्यी
1897	Lowa	SLOW	701	ʟsji ɬøi			 slow	श्यी्ल्हछो़ई
1898	Lowa			ʟsjik‍kin			 be damaged	श्यीक्कीि
1899	Lowa			ʟsjiŋ Hlok‍kin			 dig a field	शय् ीङ्ॱलोक्कीि
1900	Lowa	FARMER	979	ʟsjiŋba			 farmer, peasant, ploughman	शय् ीङबा
1901	Lowa			ʟsjiŋle			 farmwork	शय् ीङले
1902	Lowa			ʟsjiŋi			two years before	शय्ीङी
1903	Lowa			ʟsjidzu			 community	शय् ीजकु
1904	Lowa			ʟsjidzoŋa			 silent, silence	शय् ीजोङा
1905	Lowa			ʟsjiɖum			 wall two bricks wide	शय् ीडकुम
1906	Lowa			ʟsjip‍tsji			 serve as a slave	￼￼￼￼श्यीप्च्यी
1907	Lowa	MELT	2334	ʟsjyru Htsjuk‍kin			 melt, dissolve	श्यीरू्च्यकुक्कीि
1908	Lowa			ʟsju ʟsjuk‍la			 at last	श्यकु्श्यकुक्ला
1909	Lowa			ʟsjuk‍ʈa			feast, banquet	श्यकुकट्ा
1910	Lowa	SECOND	1384	ʟsjuk‍ma			 second, other, next	श्यकुक्मा
1911	Lowa	SECOND	1384	ʟsjuk‍mala			 second, other, next	श्यकुक्माला
1912	Lowa			ʟsjuŋgju			operative, partnership, joint venture or concern	श्यकुङग्यकु
1913	Lowa			ʟsjuŋla Hthegin			 get along with everyone	श्यकुङला्थगे ीि
1914	Lowa			ʟsjuŋi			 pertaining to all people, concerning the people as a	श्यकुङी
1915	Lowa			ʟsje			 fourth day from now	शय् े
1916	Lowa	FEAR (FRIGHT)	781	ʟsjenaŋ			 fear, dread, awe, terror	शय् ेिाङ
1917	Lowa	VOMIT	1278	ʟsjen‍lok ʟgjap‍kin			 vomit	श्येन्लोक्ग्याप्कीि
1918	Lowa	OTHER	197	ʟsjemm‍ a			 other, another	श्येम्मा
1919	Lowa	OTHER	197	ʟsjemm‍ a ʟsjem‍ma			 other, different	श्येम्मा्श्येम्मा
1920	Lowa			ʟsjo			 yoghurt	श्यो
1921	Lowa			ʟsjoktsja			 morning tea	श्योकच्या
1922	Lowa			ʟsjop‍tsi ʟsjop‍ŋi ʟmala			 expression	श्योप्ची्श्योप्ङी्माला
1923	Lowa			ʟsjom‍gin			 be dented	श्योम्गीि
1924	Lowa			ʟsjororor			 sound of stream	श्योरोरोर
1925	Lowa			ʟsjowa			 petition, solemn entreaty	श्योिा
1926	Lowa	YOUNG	1207	ʟsjøm‍ba			 young	श्यछो़म्बा
1927	Lowa	CLAY	1399	Hsa			 clay, earth, land, soil, ground, floor	￼￼￼￼￼￼￼￼￼￼सा
1928	Lowa	EMPTY	1624	sa Htoŋba			 open place, empty	सा्तोङबा
1929	Lowa			Hsa ʟsiŋgin			captureland	सा्शीङगीि
1930	Lowa			Hsau			 snow leopard	साउ
1931	Lowa			Hsaka			 of or from government, official	साका
1932	Lowa			Hsaka ʟlyk			 chemical fertilizer	साका्लीक
1933	Lowa			Hsakadawa			 holy month of the year	साकादािा
1934	Lowa			Hsakaluka			 festival celebrated by villagers for safety	साकालकुका
1935	Lowa			Hsaː Hka‍dza			 type of incense	साः्का्जा
1936	Lowa			Hsaː ʟɖip‍dzaŋ			 type of incense	साः्डीप्जाङ
1937	Lowa	READY	790	Hsakji			 ready, prepared, healthy and well	￼￼￼साक्यी
1938	Lowa	DIRT	25	Hsak‍ru			 dirt, refuse, rubbish, hateful or disagreeable person	साक्रू
1939	Lowa			Hsaŋgu orkin			 destroy nest	साङगकु्ओरकीि
1940	Lowa			Hsaŋgje			eing	साङग्ये
1941	Lowa			Hsaŋdza			 complaint, reproach, disapproval, repentance, sorrow	साङ्जा
1942	Lowa	SECRET	1121	Hsaŋdzja			 secret, confidential, protectable	साङज्या
1943	Lowa			Hsaŋbøk			 years from now	साङबछो़क
1944	Lowa	SOMETIMES	1544	Hsaŋsaŋne			 sometimes	साङसाङिे
1945	Lowa	LAND	626	Hsadza			 land, place, spot, site, locality, land, residence, region, zone, district	￼￼￼साजा
1946	Lowa	BOUNDARY	1010	Hsadzam			 boundary, frontier, border, limit	साजाम
1947	Lowa	ROAD	667	Hsaʈak			 road, route, path, highway	साटाक
1948	Lowa			Hsaʈhi			 bed of mud	साठी
1949	Lowa			Hsatoŋ			 open land	सातोङ
1950	Lowa	MAP	2625	Hsap‍ʈa			 map, plan, chart, model, pattern	साप्टा
1951	Lowa	HEAT	612	Hsabasa			 heat, warmth, hot, very warm	साबासा
1952	Lowa	SNAKE	730	Hsabu			 snake, serpent	साबकु
1953	Lowa	SIGN	1720	Hsam			 mark, sign	साम
1954	Lowa			Hsamar			ustang	सामार
1955	Lowa			Hsam‍dzuŋ			ustang	साम्जकुङ
1956	Lowa			Hsam‍dok			 colour of maize	साम्दोक
1957	Lowa			Hsam‍lu Hkhora			 intelligence, prudence, good judgment	साम्लकु्खोरा
1958	Lowa			Hsam‍lu Htaŋthuwa			 discerning, judicious, rational	साम्लकु्ताङथकुिा
1959	Lowa			Hsam‍lu ʟmegin			 having no idea	साम्लकु्मगे ीि
1960	Lowa			Hsajipa			 green insect found in a field	सायीपा
1961	Lowa			Hsaraph			 detergent	साराफ
1962	Lowa			Hsarar Hsarar			 sound of frying vegetables	सारार्सारार
1963	Lowa	AFTER	1685	-sari			 after, later, afterwards, later on	-सारी
1964	Lowa	LAMP	625	Hsasju			 lamp	सास्यकु
1965	Lowa			Hsiɖi			 compact disk	सीडी
1966	Lowa	BEAN	832	Hsimi			 bean	सीमी
1967	Lowa	AND	1577	-siri			 and, as well as	-सीरी
1968	Lowa			Hsili			 looking, smoothly	सीली
1969	Lowa	COOL DOWN	3068	Hsisaŋi			 cool, refreshing cold, calm, unexcited	सीसाङी
1970	Lowa			Hsyma			 people who welcome others	सीमा
1971	Lowa			Hsut‍ti			 dry tobacco leaf	सकुत्ती
1972	Lowa	THIRD	1859	Hsuba			 third	￼￼￼सकुबा
1973	Lowa	THREE	492	Hsum			 three	सकुम
1974	Lowa	THIRTY	1715	Hsum‍tsju			 thirty	सकुम्च्यकु
1975	Lowa	NINE	1483	Hsum‍tsju Hsok‍ku			nine	सकुम्च्यकु्सोक्ककु
1976	Lowa	ONE	1493	Hsum‍tsju Hsok‍tsjik			one	सकुम्च्यकु्सोक्च्यीक
1977	Lowa	THREE	492	Hsum‍tsju Hsok‍sum			three	सकुम्च्यकु्सोक्सकुम
1978	Lowa	EIGHT	1705	Hsum‍tsju Hsop‍gjek			eight	सकुम्च्यकु्सोप्गय् ेक
1979	Lowa	SEVEN	1704	Hsum‍tsju Hsop‍dyn			seven	सकुम्च्यकु्सोप्दीि
1980	Lowa	FIVE	493	Hsum‍tsju Hsøŋa			five	सकुम्च्यकु्सछो़ङा
1981	Lowa	SIX	1703	Hsum‍tsju Hsøʟʈuk			six	सकुम्च्यकु्सछो़ढकुक
1982	Lowa	TWO	1498	Hsum‍tsju Hsøn‍ŋi			two	सकुम्च्यकु्सछो़न्ङी
1983	Lowa	FOUR	1500	Hsum‍tsju Hsøwi			 four	सकुम्च्यकु्सछो़िी
1984	Lowa			Hsum‍ɖu			 illusion, dilemma, confusion	सकुम्डकु
1985	Lowa			Hsum‍di			 crossroards, meeting of two roads	सकुम्दी
1986	Lowa	THIRD	1859	Hsum‍ba			 third	सकुम्बा
1987	Lowa	FROST	2034	Hsek			 frost	सके
1988	Lowa			Hsekuʈe			 greedy or stingy person	सके कुटे
1989	Lowa			Hsethai			 desert, dry sandy plain, barren soil	सथे ाई
1990	Lowa	DRY	1398	Hsedak Hpedak			 dry	सदे ाक्पदे ाक
1991	Lowa	DRY	1398	Hsedapeda			 dry	सदे ापदे ा
1992	Lowa			Hsen‍na			 greed, covetousness, avarice, lure	सने ्िा
1993	Lowa			Hsen‍na Htsjhe			 greedy or stingy person	सने ्िा्के
1994	Lowa			Hsephok			 light yellow	सफे ोक
1995	Lowa			Hsemtsjuŋa			tempered	समे चय् कुङा
1996	Lowa	ORANGE (FRUIT)	2627	Hsemuk			 orange	समे कुक
1997	Lowa	WILD ANIMAL	958	Hsem‍dzin			 wild animal	समे ्जीि
1998	Lowa			Hsem‍duk			 thinking, reflecting, contemplation	समे ्दककु
1999	Lowa	LIKE	1117	Hsem‍ba Hthegin			 like, be fond of	समे ्बा्थगे ीि
2000	Lowa			Hsem‍ba ʟtiŋne			 from the heart	समे ्बा्धीङिे
2001	Lowa			Hsem‍ba ʟtuk‍kin			 hurt the feelings of	समे ्बा्धकुक्कीि
2002	Lowa			Hsem‍ba ʟjaŋa			hearted	समे ्बा्याङा
2003	Lowa	DOUBT	1308	Hsem‍bala Hnøgin			 doubt	समे ्बाला्ॱिछो़गीि
2004	Lowa			Hsem‍mola ʟʈugin			 nail polish	समे ्मोला्ढकुगीि
2005	Lowa			Hsem‍la Hnøgin			 wish for	समे ्ला्ॱिछो़गीि
2006	Lowa			Hsem‍sjuk			 feeling, sentiment	समे ्स्यकुक
2007	Lowa	GOLD	1369	Hser			 gold	सरे
2008	Lowa			Hserak ʟgjuk‍kin			 snow with strong wind	सरे ाक्ग्यकुक्कीि
2009	Lowa			Hso Htsigin			 unbearable feelings due to some peculiar sound	सो्चीगीि
2010	Lowa			Hso Htsjuk‍kin			 grow a new teeth	सो्च्यकुक्कीि
2011	Lowa			Hso Htøn‍gin			 show teeth	सो्तछो़न्गीि
2012	Lowa			Hsoʈa Hluk‍kin			 add soda to	सोटा्ॱलकुक्कीि
2013	Lowa	BRUSH	1821	Hsoʈi			 brush	सोटी
2014	Lowa	BAD	1292	Hsoʈik			 bad	सोटीक
2015	Lowa			Hsoroŋ			 crooked teeth	सोरोङ
2016	Lowa			Hsoroŋa			 person with crooked teeth	सोरोङा
2017	Lowa	COAL	2658	Hsola			 coal, charcoal, cinder	सोला
2018	Lowa			Hsolar			 solar	सोलार
2019	Lowa	FUNNEL	2602	Hsoli			 funnel	सोली
2020	Lowa			Hsja up‍kin			 collect meat	स्या्उप्कीि
2021	Lowa			Hsja Hŋøŋa			 fried meat	स्या्ॱङछो़ङा
2022	Lowa			Hsjaktsjy			 operation, surgical operation	स्याकच्यी
2023	Lowa	SHORE	113	Hsjak‍taŋ			 sand bank, shore, beach	स्याक्ताङ
2024	Lowa			Hsjakm‍ a			 small piece of stone	स्याक्मा
2025	Lowa			Hsjak‍wa Hpugin			 atone, propitiate	स्याक्िा्पकुगीि
2026	Lowa	HAPPY	1495	Hsønam Htsjhe			 lucky, fortunate, fortuitous, happy	सछो़िाम्के
2027	Lowa	BE ALIVE	1422	Hsøm‍bu			 alive, living	सछो़म्बकु
2028	Lowa	AFTER	1685	Hsjam			 after, later, afterwards, later on	स्याम
2029	Lowa			Hsjam‍du			 mince, ground meat	￼￼￼￼स्याम्दकु
2030	Lowa			Hsjam‍dur			 mince chutney	स्याम्दरकु
2031	Lowa			Hsjam‍bu			 shampoo	स्याम्बकु
2032	Lowa	HINDER	554	Hsjamm‍ a			 hind, hinder, latter	स्याम्मा
2033	Lowa	AFTER	1685	Hsjam‍la			 after, later, afterwards, later on, in the absence of	स्याम्ला
2034	Lowa	EAST	1877	Hsjar			 east	स्यार
2035	Lowa	RISE (MOVE UPWARDS)	568	Hsjarkin			 rise, appear, prosper, flourish, thrive	स्यारकीि
2036	Lowa			Hsjarpa			 eastern	स्यारपा
2037	Lowa			Hsjarak Hsjarak			 sound of someone walking slowly	स्याराक्स्याराक
2038	Lowa			Hsjasji			not pressed down or overfilled	सय्ास्यी
2039	Lowa	UNTIE	352	Hsjik‍kin			 cause to blow, untie, unfasten, let loose, take off, undo, disentangle	सय् ीक्कीि
2040	Lowa			Hsjiŋdzaŋ			 firewood storage	सय् ीङजाङ
2041	Lowa			Hsjiŋʈhi			 carpentry work	सय् ीङठी
2042	Lowa	FOREST	420	Hsjiŋnak			 forest, jungle, wilderness	￼￼￼￼स्यीङिाक
2043	Lowa			Hsjiŋba			 firewood collector	स्यीङबा
2044	Lowa			Hsjim‍bu			 spirit of the death, dispirited	स्यीम्बकु
2045	Lowa			Hsjyː			 sound of a whistle	स्यीः
2046	Lowa	WHISTLE	1025	Hsjyra ʟgjurkin			 whistle	स्यीरा्ग्यकुरकीि
2047	Lowa			Hsjuk Htsjhe ʟsiŋgin			 strong catch	￼￼￼स्यकुक्क्े शीङगीि
2048	Lowa	POWER	2526	Hsjuk‍ʈa			 power, strength, might, energy, force	स्यकुक्टा
2049	Lowa			Hsjuk‍ʈa ʟkoŋgin			 use strength	स्यकुक्टा्घोङगीि
2050	Lowa			Hsjutara			 sliding, slipping	स्यकुतारा
2051	Lowa	STRONG	785	Hsjek Htsjhe			 strong, courageous, powerful, lasting, hard, stout	स्येक्के
2052	Lowa	UNDERSTAND	1536	Hsjegin			 know how to do, understand	स्येगीि
2053	Lowa	BUTCHER	2569	Hsjem‍ba			 fastening, tightening, butcher, cruel, unkind, heartless	￼￼￼सय् ेम्बा
2054	Lowa			Hsjer			 spring balance	सय् ेर
2055	Lowa	LEAD (GUIDE)	43	Hsjeliŋ			 lead, mirror, glass, glass pane	सय् ेलीङ
2056	Lowa			Hsjo			 game play with dice	सय् ो
2057	Lowa	WING	1257	Hsjok‍pa			 wing, fin, feather	सय् ोक्पा
2058	Lowa			Hsjogak			 political leader	सय् ोगाक
2059	Lowa			Hsjogaŋ			 gambling place	￼￼￼￼स्योगाङ
2060	Lowa	LEAF	628	Hsjore			 leaf, fall, downfall, destruction, death, stroke, beating	स्योरे
2061	Lowa			Hsjolok Hsjolok			 sound of walking on dry leaves	स्योलोक्स्योलोक
2062	Lowa			Hsjololok			 sound of stream	स्योलोलोक
2063	Lowa			Hsjowa			 gambler	स्योिा
2064	Lowa	RICE	926	Hsjøba			 rice, paddy, unhusked rice	स्यछो़बा
2065	Lowa			ʟhagak			 lane, byway, gulley, alley	￼￼￼हागाक
2066	Lowa	HOOK	1071	ʟhaŋgu			 hook, buckle	हाङगकु
2067	Lowa	WRONG	1390	ʟhadz‍jak			 wrong, bad, evil, ugly, unpleasant, nasty	हाज्याक
2068	Lowa			ʟhat‍ti			 drainpipe	हात्ती
2069	Lowa			ʟhan			 expression of despair	हाि
2070	Lowa	WEEK	1469	ʟhap‍ta			 week	हाप्ता
2071	Lowa			ʟhaba ʟgjai			 porridge of buck millet	हाबा्ग्याई
2072	Lowa			ʟhabaHphedzin			porridgeofroastedwheatflour	हाबा्फेजीि
2073	Lowa			ʟhaba ʟlare			 porridge of millet flour	हाबा्लारे
2074	Lowa	OLD (AGED)	2112	ʟhabok			 elder, big, large, great, powerful	￼￼￼हाबोक
2075	Lowa			ʟhik Htsjhegin			 be satisfied	हीक्कगे ीि
2076	Lowa			ʟhik‍ki			 to show arrogance or great honour	हीक्की
2077	Lowa			ʟhik‍tsje Htek‍kin			 assure	हीक्च्ये्तके ्कीि
2078	Lowa			ʟhin‍dokkha			 adaptable	￼￼￼￼हीन्दोकखा
2079	Lowa	THITHER (THERE TO)	2923	ʟhyk‍la			 thither, toward that place or side	हीक्ला
2080	Lowa			ʟhyʟtsʝeri			 therefore	हीझ्येरी
2081	Lowa	THERE	1937	ʟhyru			there,inthat place	हीरू
2082	Lowa			ʟhuŋguŋ			 income source	हङकु गकुङ
2083	Lowa	SHRINK	54	ʟhum‍gin			shrink,be creased, contract, wrinkle	हमकु्गीि
2084	Lowa	STORM	858	ʟhur			 storm	हरकु
2085	Lowa			ʟhurrrr			 sound of wind	￼￼￼￼हरकु ररर
2086	Lowa			ʟhururur			 sound of wind	हरूकु रूर
2087	Lowa	MAIL	167	ʟhulak			postalservice, post office, mail, post	हलकु ाक
2088	Lowa			ʟhululu			 burning of fire	हलकु कुलकु
2089	Lowa	WE	1212	ʟhekja			 we	हके ्या
2090	Lowa	HELICOPTER	2580	ʟhelikap‍ʈa			 helicopter	हले ीकाप्टा
2091	Lowa			ʟhely Htsjhe			 having no responsibility	हले ी्के
2092	Lowa			ʟhok‍kaŋ			 ground floor	होक्काङ
2093	Lowa	DOWN	1326	ʟhok‍tu			 down, under, underneath, below, bottom	होक्तकु
2094	Lowa			ʟhokm‍ a			 downward, inferior	होक्मा
2095	Lowa	CARRY UNDER ARM	415	ʟhok‍la			 under, beneath, below, underneath, down	￼￼￼होक्ला
2096	Lowa			ʟhoʟtsʝeri			 therefore	होझ्येरी
2097	Lowa	AT THAT TIME	2922	ʟhodi ʟkaŋla			 at that time, when	होदी्घाङला
2098	Lowa			ʟhodi Hpydi			 besides that	होदी्पीदी
2099	Lowa	THAT	78	ʟhode			 that	होदे
2100	Lowa			ʟhoma Hthuŋgin			 d r i n k m i l k	होमा्थकुङगीि
2101	Lowa			ʟhomala ʟkøŋgin			 bra	होमाला्घछो़ङगीि
2102	Lowa	MOP (SOMETHING)	3120	ʟhomo			 mop, broom, swab	होमो
2103	Lowa	BROOM	245	ʟhomo bodza			 broom	होमो्बोजा
2104	Lowa	BROOM	245	ʟhomo Hrejak			 broom, mop, swab	￼￼￼होमो्ॱरेयाक
2105	Lowa	BROOM	245	ʟhomo ʟsam‍ma			 broom, mop, swab	होमो्शाम्मा
2106	Lowa	PRAISE	1687	ʟhortsjhe			 expression of gratitude, thanks, praise, acclamation, applause	होरके
