ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	nepaleseGloss	pos	headword	semanticDomain
1117	Kagate			ᶫtesa			place for sitting, resting place;place	बास, बस्‍ने ठाउँ;ठाउँ	n	तेःसा	3.2.2.3
1118	Kagate			ᶫtesa ᶫkorsa			extreme scolding that the person cannot bear	सहन नसक्ने तरिकाले गालि गर्नु	adv	तेःसा कोःर्सा	
1119	Kagate	BUSY	2755	ᶫtesuk			busy	व्यस्त	adj	तेःसुक	4.2.1.6
1120	Kagate	RICE	926	to			rice, meal	भात	n	तो	5.2.2.2
1121	Kagate	STONE	857	ᶫto			stone	ढुङ्गा	n	तोः	1.4.1
1122	Kagate			ᶫtoi ᶫkop‍tsoŋ			small stone for grinding spices on with a roller	सिलौटो	n	तोःइ कोःप्‍चोङ	6.2.6.2
1123	Kagate			toklaŋ			stick (caring load stick)	टेकुवा लट्ठी	n	तोक्लाङ	
1124	Kagate	HE	1211	tokʰo			he, she, it, that	त्यो	pro	तोखो	
1125	Kagate	THOUSAND	1843	toŋ			thousand	हजार	num	तोङ	8.1.1.1
1126	Kagate			ᶫtoŋ			front of	अगाडी	adv	तोःङ	5.2.2.3
1127	Kagate			toŋ ᶫkʲa			one lakh	एक लाख	num	तोङ क्याः	
1128	Kagate			ᶫtoŋ ᶫsʲun‍di			leading	अगुवा	n	तोःङ स्‍युःन्‍दी	4.2.1.6
1129	Kagate			ᶫtoŋ‍kʲap‍ken			leadership	अगुवाइ	n	तोःङ्‍क्‍याप्‍केन	4.5.3.1
1130	Kagate			ᶫtoŋ‍tsʰedi			negotiator for a marriage	लमी	n	तोःङ्‍छेदी	2.6.1.1
1131	Kagate			ᶫtoŋ‍dzʲaŋ			welcome, reception	स्वागत	n	तोःङ्‍ज्‍याङ	
1132	Kagate			toŋ‍ba			word of abuse	आँठे, मोरो	n	तोङ्‍बा	
1133	Kagate	FACE	1560	ᶫtoŋ‍ba			face	चेहरा, अनुहार	n	तोःङ्‍बा	2.3.1.8
1134	Kagate	TREE	906	ᶫtoŋ‍bo			tree	रुख	n	तोःङ्‍बो	1.5
1135	Kagate			ᶫtoŋ‍ᶫmidzik			traditional	परम्परागत	adj	तोःङ्‍मीःजीक	3.5.4.6
1136	Kagate			toŋ‍‌raŋ			blanks	खाली, रित्तो	adj	तोङ्‍‌राङ	8.1.5.2
1137	Kagate	EMPTY	1624	toŋ‍raŋ			empty, vacant, unoccupied	खाली	adj	तोङ्‍राङ	2.1.8.2
1138	Kagate	BEFORE	1882	ᶫtoŋ‍la			before;beginning	अगाडी, पहिला;शुरू	adj	तोःङ्‍ला	3.2.1.1
1139	Kagate			ᶫtoŋ‍sum			beforee	पहिले	adj	तोःङ्‍सुम	3.4.1.1.3
1140	Kagate			ᶫtotsam‍ba			cement	सिमेन्ट	n	तोःचाम्‍बा	6.6.2.8
1141	Kagate	SPADE	1176	todzi			spade	कोदालो	n	तोजी	6.6.7.2
1142	Kagate			ᶫtodzi			parentless, orphaned	टुहुरो, अनाथ	n	तोःजी	4.1.9.4
1143	Kagate			ᶫtodze			to put aside	थन्काउनु	v	तोःजे	6.2.1.1.3
1144	Kagate			ᶫtoᶫparke			difficult situation	दोधार	n	तोःपाःर्के	9.4.4.6
1145	Kagate	OWNER	1036	ᶫtop‍ta			owner	मालिक	n	तोःप्‍ता	6.6.2
1146	Kagate	MANY	1198	tobara / toba			much, many	धेरै	adj	तोबारा / तोबा	5.5.6
1147	Kagate			ᶫtobi			Fine stone particles	मसिनो ढुङ्गाको कण	n	तोःबी	1.2.2.1
1148	Kagate	BEAR	1820	ᶫtom			bear	भालु	n	तोःम	5.2.3.2
1149	Kagate			ᶫtom‍se			type of smsll tree	चरी बाँको	n	तोःम्‍से	1.5.1
1150	Kagate			ᶫtor			ghee	भुटुन	n	तोःर	2.6.1.2
1151	Kagate	GRAVEL	3028	ᶫtorok			gravel	रोडा, गिट्टी	n	तोःरोक	1.2.2.2
1152	Kagate			torŋaŋ			Rites to be used pure flour	किरिया गर्दा प्रयोग हुने चोखो पिठो	n	तोर्ङाङ	
1153	Kagate			tortse			to disperse;to sprinkle;lost, go away	छर्नु;छर्काउनु;हराउनु, हट्नु	v	तोर्चे	6.8.3.2
1154	Kagate	LIGHTNING	1654	ᶫtortse			thunderbolt, lightning, thunder, cement, mortar, tool for cutting diamond, very hard substance, stable, unmoving	बज्र	n	तोःर्चे	
1155	Kagate	RARE	209	tortsetsal‍kʲok			rare	दुर्लभ	adj	तोर्चेचाल्‍क्‍योक	8.3.5.3.2
1156	Kagate	COIN	1867	ᶫtorta			coin	सिक्का पैसा	n	तोःर्ता	6.8
1157	Kagate			torma			article (resembling a beast or monastery) prepared from boiled rice or parched wheat flour mixed in honey	तोर्मा	n	तोर्मा	2.6.6.4
1158	Kagate	THERE	1937	ᶫtola			there	त्यहाँ	pro	तोःला	
1159	Kagate			tolak			restless	चकचके	n	तोलाक	5.5.1
1160	Kagate			ᶫtolep			stone pan	ढुङ्गाको ताउ	n	तोःलेप	
1161	Kagate			tol‍dze			to hole	छिट्नु	v	तोल्‍जे	
1162	Kagate	BORE	1501	ᶫtol‍dze			to bore	छेड्नु	v	तोःल्‍जे	
1163	Kagate	ROUND	1395	ᶫtol‍boŋ			round, globular	डल्‍लो	n	तोःल्‍बोङ	1.2.2.1
1164	Kagate			ᶫt‍jadze			to drive out, to chase	धपाउनु, लखेट्नु, खेद्नु	v	त्‍याःजे	4.8.1
1165	Kagate			t‍jaᶫrudze / ᶫrudze			gleaning for gathering or cron after reaping and harvesting	सिला गर्नु	v	त्‍यारुःजे / रुःजे	
1166	Kagate			ᶫt‍wa			arum-like edible root	बाँको	n	त्‍वाः	
1167	Kagate			t‍wak‍sit‍wame			wiped, completely	सखाप, निमिट्यान्‍न	adv	त्‍वाक्‍सीत्‍वामे	
1168	Kagate			t‍waŋ-‍t‍waŋ-twaŋ			barren soil, desert	मरुभूमि	n	त्‍वाङ-‍त्‍वाङ-त्वाङ	8.1.8.1
1169	Kagate	LOOM	1787	tʰa			loom	तान	n	था	6.7.5
1170	Kagate	ROPE	1218	tʰak‍pa			tether, rope	दाम्लो, डोरी	n	थाक्‍पा	1.2.2.1
1171	Kagate			tʰagar			rough brush for the hair	थाक्रो (कपाल कोर्ने हातले बनाएको)	n	थागार	
1172	Kagate			tʰaŋ			tiredness;, flat;rate	थकाई;चौर, समथर;दर	n	थाङ	2.5.1.1
1173	Kagate			tʰaŋ tsʰetse			to become tired	थाक्नु	v	थाङ छेचे	
1174	Kagate	TIME	892	tʰaŋ‍ma			time, occasion;grain spread out to dry in the sun	पटक, फेरि;बिस्कुन	adv	थाङ्‍मा	7.2.2.5.1
1175	Kagate	PLAIN	652	tʰaŋ‍jal‍mu			plain, open filed	मैदान	n	थाङ्‍याल्‍मु	
1176	Kagate			tʰaŋ‍ra			wooden support for climbing creepers	थाङ्ग्रो	n	थाङ्‍रा	
1177	Kagate			tʰaŋ‍sodze			to give rest	बिसाउनु, आराम गर्नु	v	थाङ्‍सोजे	8.4.6.1
1178	Kagate			tʰadze			to knit;to grind	बुन्‍नु;पिन्‍नु, पिस्‍नु	v	थाजे	6.6.4.2
1179	Kagate			tʰap			fireplace blanks (only the state of fireplace)	भान (अगेनु खालि भएको अवस्था)	n	थाप	
1180	Kagate			tʰap ᶫɖodze			to pour out	उम्लल जानु	v	थाप डोजे	
1181	Kagate			tʰapsaŋ			offering by lama, starting of puja by lama	लामा बाट गरिने सुरुवात	n	थाप्साङ	
1182	Kagate			tʰabur			pillar that is dug into ground when setting up a loom	तान बन्‍न गाडिने खाँबो	n	थाबुर	
1183	Kagate	COLUMN	2045	tʰam			pillar, column (wood)	थाम	n	थाम	6.5.2.2
1184	Kagate	NEAR	1942	tʰama-tʰama			near	नजिक-नजिक	adj	थामा-थामा	9.4.4.7
1185	Kagate	ALL	98	tʰam‍dzer			all, full, complete, entire, total	सम्पूर्ण, पुरा, जम्मा, कुल, प्रत्येक, सबै, सारा		थाम्‍जेर	3.2.3
1186	Kagate	ALL	98	tʰam‍dzerᶫsʲa			everything	सबथोक	n	थाम्‍जेरस्‍याः	4.1.6
1187	Kagate			tʰara			unproductive	थारो	n	थारा	
1188	Kagate			tʰaratʰure			scattered	छरपस्ट	adj	थाराथुरे	
1189	Kagate			tʰari			childness (feminine)	थारी	n	थारी	
1190	Kagate	FAR	1406	tʰaᶫriŋ‍bu			distant	टाढा	adj	थारीःङ्‍बु	7.2.3.2
1191	Kagate			tʰartse			to be saved	मुक्त हुनु, उम्क्यो, बच्नु, जोगिनु	v	थार्चे	4.4.3.3
1192	Kagate			tʰarsam-tʰorsom			scattered	छरी बरी	adj	थार्साम-थोर्सोम	3.4.2.5
1193	Kagate	HOW MUCH	531	tʰal			much, number	ओटा, वटा	n	थाल	3.2.5
1194	Kagate	ASH	646	tʰala			ashes	खरानी	n	थाला	5.5.1
1195	Kagate			tʰalasiŋ			loom tool (use for entwining or plaiting a rope or string);bamboo tool having hooks on both sides ends	तानमा प्रयोग हुने सामाग्री;तोस्रो	n	थालासीङ	
1196	Kagate	DUST	2	tʰal‍dzup			dust	छारो धुलो	n	थाल्‍जुप	1.2.2.1
1197	Kagate	PALM TREE	1181	tʰal‍dze			palm	हत्केला, लबटो	n	थाल्‍जे	2.1.3.1
1198	Kagate			tʰal‍dzʲap			pieces of cloth to catch hot pot	नासो	n	थाल्‍ज्‍याप	
1199	Kagate			tʰal‍ben			ascetic, religious mendicant	जोगी	n	थाल्‍बेन	6.8.1.3
1200	Kagate			tʰi			puff of a muscle because of a throne got in our body it change into muscle	काँडा बिजेर पलाएको डल्लो	n	थी	
1201	Kagate			tʰi sʲortse			puff of a muscle because of a throne got in our body it change into muscle	उकुस पल्टिनु	v	थी स्‍योर्चे	
1202	Kagate			tʰiu			edge or hem of a shirt	फेर	n	थीउ	
1203	Kagate			tʰiktsʲa			pattern of design	बुट्टा	n	थीक्च्या	6.5.2.4
1204	Kagate			tʰik‍tsʲar			sprinkling or drops (as of rain blown through a window)	बाछिटा, तप्कनी	n	थीक्‍च्‍यार	1.3.1.4
1205	Kagate	DROP	750	tʰik‍paŋ			drop	थोपा	n	थीक्‍पाङ	1.3.2.3
1206	Kagate	JOIN	1743	tʰitse			to add, to join;to adjust	जोड्नु, गाँस्‍नु;मिलाउनु	v	थीचे	7.5.2
1207	Kagate			tʰidze			to leak, to emit (sweat)	चुहिनु	v	थीजे	1.3.2.3
1208	Kagate	JOINT	999	tʰima			joint	जोर्नी	n	थीमा	
1209	Kagate	SHORT	1645	tʰimi			short	छोटो	adj	थीमी	6.6.3.1
1210	Kagate			tʰil			plam	हत्केला	n	थील	7.3.4.4
1211	Kagate			tʰuk‍pa			thick soup made of vegetables with a little rice and flour, boiled soft rice	खोले, जाउलो	n	थुक्‍पा	5.2.2.2
1212	Kagate	DENSE	2239	tʰuk‍pu			dense	बाक्लो	adj	थुक्‍पु	4.4.4.4
1213	Kagate	DRINK	1401	tʰuŋ‍dze			to drink, to smoke cigarette;to smoke (cigarette)	पिउनु;तान्‍नु (चुरोट)	v	थुङ्‍जे	2.6.3.5
1214	Kagate			tʰuŋ‍sa			distillery, wine-shop, liquor-shop	भट्टी	n	थुङ्‍सा	6.8.4.8
1215	Kagate			tʰudze			to pick	टिप्नु	v	थुजे	5.5.6
1216	Kagate			tʰuditsʰe			thanks	धन्यवाद	n	थुदीछे	3.5.1.7.1
1217	Kagate			tʰun‍dul‍mun‍dul			way of being wrapped with something like quilt or blanket	गुटुमुटु	n	थुन्‍दुल्‍मुन्‍दुल	8.3.1.5.3
1218	Kagate	BEFORE	1882	tʰup			till	सम्म	conn	थुप	8.4.6.4.2
1219	Kagate			tʰum tum‍dze			to make pack	पोको पार्नु	v	थुम तुम्‍जे	
1220	Kagate			tʰul			downward slope, downhill	ओरालो	adj	थुल	8.3.1.4.2
1221	Kagate			tʰususu			word for blowing the smoke	भुसुसुसु	adv	थुसुसु	
1222	Kagate	POLICE	656	tʰe			police	पुलिस, सिपाही, प्रहरी	n	थे	6.9.1
1223	Kagate	HONEST	1120	tʰeka			honest, gentle, innocent	भर भर्दो, साँचो सत्य, इमानदार, सोझो, सिधा, ज्ञानी	adj	थेका	3.4.1.2.1
1224	Kagate			tʰekaidi			dependable	भर पर्दो	adj	थेकाइदी	4.3.5.3
1225	Kagate			tʰek‍pa			rituals, tradition	रीतिथिति, रीतिरिवाज	n	थेक्‍पा	4.3.9.1
1226	Kagate			tʰeŋ‍dze			to emerge	निस्किनु	v	थेङ्‍जे	4.4.4.4
1227	Kagate	WANT	1784	tʰetse			to wish, to want	चाहनु	v	थेचे	3.3.2.4
1228	Kagate			tʰedzup			beware	होसियार	n	थेजुप	
1229	Kagate	PULL	1455	tʰen‍dze			to pull, to stretch	तान्‍नु, तन्काउनु	v	थेन्‍जे	8.3.2.3.1
1230	Kagate	HONEST	1120	tʰepu			honest	इमानदार	adj	थेपु	3.5.1.3.1
1231	Kagate	BURN	2102	tʰep‍tse			to burn, to light	बाल्नु	v	थेप्‍चे	5.5.1
1232	Kagate	FINGER	1303	tʰebu			finger	औँला	n	थेबु	2.1.3.2
1233	Kagate	DARE	1779	tʰebu laŋ‍dze			to dare	खबरदार गर्नु	v	थेबु लाङ्‍जे	4.7.5.3
1234	Kagate			tʰebuŋa			type of herbs	पाँच औले (जडिबुटी)	n	थेबुङा	1.5.3
1235	Kagate			tʰel‍dze			to smudge smooth mud over walls and floor	लिप्नु	v	थेल्‍जे	6.5.2
1236	Kagate	UP	1591	tʰo			up	माथि	clf	थो	6.7.8
1237	Kagate			tʰoidi			upper	माथिल्‍लो	adv	थोइदी	
1238	Kagate	LIGHTNING	1654	tʰok			lightning	बाजरा, चट्याङ	n	थोक	1.1.3.6
1239	Kagate	CENTIPEDE	1974	tʰok ᶫbu			centipede	खजुरा	n	थोक बु	1.6.1.9
1240	Kagate	PLOUGH	1921	tʰoŋ			plough	हलो	n	थोङ	6.2.8
1241	Kagate	SEE	1409	tʰoŋ‍dze			to see	देख्नु	v	थोङ्‍जे	6.6.5
1242	Kagate			tʰoŋ‍bai			showy, gaudy, artificial, unreal	देखावटी, बनावटी	adj	थोङ्‍बाइ	
1243	Kagate			tʰoŋ‍suna			seeing	देख्दा	adv	थोङ्‍सुना	8.4.6.5.3
1244	Kagate	CATCH	702	tʰodze			to catch	समाउनु	v	थोजे	
1245	Kagate	LIP	478	tʰodzʲu			lip	ओठ	n	थोज्‍यु	2.1.1.4
1246	Kagate	DIVIDE	1119	tʰoptse			divide	बाँड्नु	adv	थोप्चे	
1247	Kagate	HIGH	1265	tʰom‍bo			high, tall	अग्लो	adj	थोम्‍बो	1.2.1.1
1248	Kagate			tʰortse			to be flicked or knocked away	उछिट्टिनु	v	थोर्चे	7.2.1.5
1249	Kagate	UP	1591	tʰola			up, upstairs	माथि		थोला	6.5.1.1
1250	Kagate			tʰolaᶫsʲa			forgiveness, excuse	माफी	n	थोलास्‍याः	3.3.4.3
1251	Kagate	SHORT	1645	tʰ‍jame			short	छोटो, होचो	adj	थ्‍यामे	5.4.3.4
1252	Kagate	BAT	1793	tʰ‍wa			flat piece of wood for beating clothes in washing, mallet, bat	मुङ्ग्रो	n	थ्‍वा	6.5.3.1
1253	Kagate			tʰ‍wa tsʲartse			to challenge	कुराको टक्कर दिनु	v	थ्‍वा च्‍यार्चे	3.3.1
1254	Kagate	MUD	640	ᶫdak‍pa			mud	हिलो	n	दाक्‍पा	1.6.5
1255	Kagate	FISH	227	ᶫdakpa ᶫnʲa			fish	हिले माछा	n	दाक्पा ङ्‍याः	1.6.1.5
1256	Kagate	PRINCE (RULER)	2554	ᶫdakʲal‍bu			prince	राजकुमार	n	दाक्‍याल्‍बु	9.7.1.1
1257	Kagate	MOON	1313	ᶫdagarmu			moon	चन्द्रमा, जून	n	दागार्मु	1.1.1.1
1258	Kagate	YESTERDAY	1174	ᶫdaŋ			yesterday	हिजो	adv	दाङ	8.4.1.2.2
1259	Kagate	ENOUGH	1881	ᶫda‍ŋa ᶫetse / ᶫɖaŋa ᶫetse			to be enough	प्रशस्त हुनु	v	दा‍ङा एःचे / डाङा एःचे	8.1.7.2
1260	Kagate			ᶫdaŋa‍daŋ / ᶫɖaŋaɖaŋ			in a state of feeding to the full	अघाउन्जेल	adv	दाङा‍दाङ / डाङाडाङ	5.2.3.7.2
1261	Kagate			ᶫdaŋ‍dze			to feed to the full, to be satisfied	पुग्नु, अघाउनु, भरिपुर्ण	v	दाङ्‍जे	3.3.2.2
1262	Kagate	LICK	319	ᶫdadze			to lick	चाट्नु	v	दाजे	5.2.2
1263	Kagate			ᶫdatem‍ba			Datemba (name of a person)	दातेम्बा	n	दातेम्‍बा	9.7.1.1
1264	Kagate			ᶫdadar			buntings, coloured flags and streamers used for decorating streets and buildings	ध्वजा	n	दादार	
1265	Kagate			ᶫdama			type of accordion name	डोल	n	दामा	
1266	Kagate	CHOOSE	1750	ᶫdam‍dze			to choose;to select	छान्‍नु, रोज्नु;चुन्‍नु	v	दाम्‍जे	6.5.4.1
1267	Kagate	LINE	1048	ᶫdarka			line;round	रेखा;घेरा	n	दार्का	6.5.4.1
1268	Kagate	SHIVER	52	ᶫdartse			to shiver	काम्नु	v	दार्चे	7.3.7.2
1269	Kagate			ᶫdardza			rank	दर्जा	n	दार्जा	4.5.6
1270	Kagate			ᶫdaliŋ			roof beam of wood	दलिन	n	दालीङ	6.5.2.2
1271	Kagate			ᶫdalu			broker, commission agent;earthworm	दलाल;गँड्यौला	n	दालु	6.5.1.3
1272	Kagate			ᶫdaɬamu			Dalhamu (name of a person)	दालामु	n	दाल्‍हामु	9.7.1.1
1273	Kagate			ᶫdawa			Dawa (name of a person);month	दावा;महिना	n	दावा	9.7.1.1
1274	Kagate			ᶫdaᶫsʲu			bow and arrow (for shooting an arrow)	धनुकाण	n	दास्‍युः	4.8.3.7
1275	Kagate	SIGN	1720	ᶫdasʲuk			sign	निसान	n	दास्‍युक	7.7.2
1276	Kagate	LAKE	624	ᶫdaha			lake	ताल	n	दाहा	
1277	Kagate	BRACELET	1754	ᶫdiu			bracelet, anklet	चुरा	n	दीउ	1.2.2.5
